position,entity name,examples,norms,RESTAURANT-TYPE
TRIPLE,4인이서 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,4명이 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,4명이서 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,4명 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,네명이 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,네명이서 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,네명 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,셋이 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,셋이서 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,넷이 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,넷이서 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
GROUP,5명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,5명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,5명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,단체로 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,단체 회식으로 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,단체 회식때 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,단체 모임으로 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,단체 모임때 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,6명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,6명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,6명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,7명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,7명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,7명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,8명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,8명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,8명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,9명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,9명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,9명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,10명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,10명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,10명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,20명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,20명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,20명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,다섯명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,다섯명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,다섯명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,여섯명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,여섯명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,여섯명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,일곱명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,일곱명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,일곱명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,여덟명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,여덟명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,여덟명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,아홉명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,아홉명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,아홉명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,열명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,열명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,열명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,스무명이서 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,스무명 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,스무명 이상 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,회식으로 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,회식때 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,모임으로 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,모임때 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,회식모임때 가기 좋은,GOODTOGO-VERB,단체로,
GROUP,단합대회때 가기 좋은,GOODTOGO-VERB,단체로,
